"Item.Description","date","time","Post.code.description","postcode","total","Location","Sales_Type","lat","lon"
"Scarf/Staten/950","6/12/2013","11:07:42","Lara",3212,68.14,"Local","Shop Sales",-38.0110859,144.4561033
"%Nwm - Child Admit","11/8/2012","11:50:03","East Geelong",3219,4,"Local","Ticket Sales",-38.176358,144.3849841
"Tight/Chevron/Blueberry","24/8/2013","3:14:00","Brunswick",3056,36.32,"Local","Shop Sales",-37.7666099,144.9584302
"%Nwm - 2 For 1 Adult Adm","11/1/2011","13:43:36","Lara",3212,7.3,"Local","Ticket Sales",-38.0110859,144.4561033
"%Nwm - Child Admit","28/3/2013","1:03:19","AEROGLEN - QLD",4870,4,"Local","Ticket Sales",-16.918648,145.7405497
"%Nwm - Child Admit","23/9/2008","14:08:15","East Geelong",3219,3.65,"Local","Ticket Sales",-38.176358,144.3849841
"Beanie/Ossa/E2066","14/8/2010","15:33:56","St Leonards/Indented Head/Portarlington",3223,45.41,"Local","Shop Sales",-38.1610488,144.6753231
"Scarf - Nullarbor Long","4/7/2008","13:50:25","Bacchus Marsh",3340,55,"Local","Shop Sales",-37.7356162,144.4123303
"Mug/Garden Wren/15331","12/6/2013","10:41:12","Warrnambool",3280,9.05,"Local","Shop Sales",-38.3603292,142.4678659
"Postcard/G'long Botanic Gardens","28/11/2014","12:32:49","Patterson Gard",3197,1.14,"Local","Shop Sales",-38.0742262,145.1431018
"%Nwm - Adult Admit","22/8/2010","13:22:04","Tullamarine",3043,7.3,"Local","Ticket Sales",-37.7044206,144.8786231
"%Nwm & Fdc - Concession","20/1/2012","11:30:31","Melbourne",3000,10,"Local","Ticket Sales",-37.8152065,144.963937
"%Nwm - Concess Admit","30/9/2005","13:55:05","AVENELL HEIGHTS - QLD",4670,5.9,"Local","Ticket Sales",-24.8822309,152.3593807
"Crocodile - Bottle Opener/Key Clip","26/9/2009","13:58:30","Geelong",3220,2.68,"Local","Shop Sales",-38.155681,144.3521811
"Postcards/Classic/Geelong/3 1403094","4/12/2012","4:55:19","Corio",3214,0.77,"Local","Shop Sales",-38.0788809,144.3576473
"%Nwm - Adult Admit","4/10/2008","11:05:58","Geelong",3220,7.3,"Local","Ticket Sales",-38.155681,144.3521811
"Socks-Nwm - Mens Fawn","7/12/2006","14:43:41","Aireys Inlet-F",3231,9.95,"Local","Shop Sales",-38.451657,144.0521131
"%Nwm - Adult Admit","27/7/2011","15:43:49","CYGNET RIVER - SA",5223,7.5,"Local","Ticket Sales",-35.8495682,137.058302
"%Nwm - Child Admit","7/2/2010","14:47:44","Belmont / Grovedale / Highton",3216,3.65,"Local","Ticket Sales",-38.1747227,144.3139277
"%Nwm - 2 For 1 Adult Adm","1/7/2009","14:13:44","Coburg",3058,7.3,"Local","Ticket Sales",-37.7343488,144.9666905
"Hat/Felted/W90/Black/Red","3/9/2011","15:56:36","LANE COVE - NSW",2066,54.5,"Local","Shop Sales",-33.8126017,151.1694511
"%Nwm - Concess Admit","14/10/2013","10:19:47","Carisbrook",3464,6,"Local","Ticket Sales",-37.0150311,143.8454596
"Socks Rams Heads - Sz 6-11","9/8/2006","15:20:29","West Geelong",3218,15.95,"Local","Shop Sales",-38.1180538,144.2047333
"Gift Wrap Pack/Pettis","4/3/2009","15:46:52","Leopold",3224,7.95,"Local","Shop Sales",-38.1833957,144.4451578
"Gift Card/Magpie(J Boot)","20/7/2013","1:34:52","Williamstown",3016,1.36,"Local","Shop Sales",-37.8571449,144.8813738
"Jumper-Shawl Collar Agate U8279","23/11/2011","3:28:27","Box Hill North",3129,100,"Local","Shop Sales",-37.8052948,145.1210303
"%Nwm - Child Admit","14/2/2014","11:59:00","Inverleigh",3329,4,"Local","Ticket Sales",-37.9976266,143.88892
"Adult - Redeem  Nwm & Fdc","10/6/2007","15:18:33","Tylden",3444,0,"Local","Shop Sales",-37.1335012,144.5656396
"Bookmark Gor/Trav Note","13/7/2009","14:23:10","Belmont / Grovedale / Highton",3216,1.5,"Local","Shop Sales",-38.1747227,144.3139277
"%Nwm - Concess Admit","15/2/2015","1:59:20","GUILDFORD NORTH - NSW",2160,6.5,"Local","Ticket Sales",-33.8365794,150.9831038
"%Nwm - Concess Admit","16/6/2013","2:12:40","BARDOUROKA - NSW",2315,6,"Local","Ticket Sales",-32.7344109,152.151274
"%Nwm - Concess Admit","25/8/2010","11:01:15","West Geelong",3218,5.9,"Local","Ticket Sales",-38.1180538,144.2047333
"Family Adult - NWM Only","30/9/2009","11:45:55","Wantirna",3152,0,"Local","Shop Sales",-37.8668518,145.220397
"%Nwm - 2 For 1 Adult Adm","4/5/2008","13:50:25","Belmont / Grovedale / Highton",3216,7.3,"Local","Ticket Sales",-38.1747227,144.3139277
"%Nwm - Concess Admit","30/6/2011","11:38:26","Tecoma",3160,5.9,"Local","Ticket Sales",-37.932935,145.3475331
"Inner Sole/Shpskin/6 Nat","7/2/2012","1:02:13","Belmont / Grovedale / Highton",3216,15,"Local","Shop Sales",-38.1747227,144.3139277
"%Nwm - Adult Admit","2/4/2013","10:41:34","Nth Geelong",3215,7.5,"Local","Ticket Sales",-38.1083132,144.3357845
"Badge - Geelong Small","2/7/2010","16:47:25","Patterson Gard",3197,3.59,"Local","Shop Sales",-38.0742262,145.1431018
"Bookmarks/Opal Chip/Opbm","12/8/2010","13:45:52","Corio",3214,4.5,"Local","Shop Sales",-38.0788809,144.3576473
"Family Child - NWM Only","28/6/2011","13:34:06","Resevoir",3073,0,"Local","Shop Sales",-37.7118644,145.0107588
"%Nwm - Concess Admit","27/4/2013","2:43:16","Macleod",3085,6,"Local","Ticket Sales",-37.7248812,145.0769045
"Internal Use - Room Hire","22/11/2012","4:18:14","Geelong",3220,159.09,"Local","Shop Sales",-38.155681,144.3521811
"Family Child - NWM Only","1/1/2010","15:43:53","Lara",3212,0,"Local","Shop Sales",-38.0110859,144.4561033
"%Nwm - 2 For 1 Adult Adm","26/1/2014","11:42:14","Lara",3212,7.5,"Local","Ticket Sales",-38.0110859,144.4561033
"Utility Swag - Aus-O","31/5/2008","13:52:51","Tyers",3844,59.95,"Local","Shop Sales",-38.2728501,146.5840737
"Pencil/Koala/Aussie Treasure","21/3/2015","1:55:48","Geelong",3220,1.77,"Local","Shop Sales",-38.155681,144.3521811
"Hand Cream - Koala 60ml","22/2/2015","11:32:09","East Geelong",3219,8.14,"Local","Shop Sales",-38.176358,144.3849841
"%Nwm - Concess Admit","27/6/2009","14:10:22","East Geelong",3219,5.9,"Local","Ticket Sales",-38.176358,144.3849841
"%Nwm & Fdc - Adult","19/8/2005","11:22:58","Ringwood",3134,11.5,"Local","Ticket Sales",-37.7900435,145.2424941
"Albany/Sand 9w","12/7/2010","12:46:20","Belmont / Grovedale / Highton",3216,72.68,"Local","Shop Sales",-38.1747227,144.3139277
"Scarf/Kyoto/71833","16/3/2012","1:54:12","Drysdale / Clifton Springs",3222,81.77,"Local","Shop Sales",-38.2049453,144.5875645
"%Nwm - Adult Admit","26/1/2014","11:22:12","Belmont / Grovedale / Highton",3216,7.5,"Local","Ticket Sales",-38.1747227,144.3139277
"%Nwm - Child Admit","26/9/2012","12:58:50","Ocean Grove",3226,4,"Local","Ticket Sales",-38.2573292,144.5382417
"%Nwm - Concess Admit","16/10/2011","10:13:45","Belmont / Grovedale / Highton",3216,6,"Local","Ticket Sales",-38.1747227,144.3139277
"%Nwm - Concess Admit","13/1/2014","12:46:18","Belmont / Grovedale / Highton",3216,6,"Local","Ticket Sales",-38.1747227,144.3139277
"%Nwm - Concess Admit","21/4/2010","12:18:10","Airelys Inlet",3221,5.9,"Local","Ticket Sales",-38.1636337,144.1501922
"%Nwm - Adult Admit","28/12/2012","10:57:27","Ocean Grove",3226,7.5,"Local","Ticket Sales",-38.2573292,144.5382417
"Postage Domestic","16/3/2006","13:25:18","BONOGIN - QLD",4213,5,"Local","Shop Sales",-28.142191,153.3347271
"Xmas/Ball/Eastern Rosella","11/10/2012","2:02:07","Nth Geelong",3215,16.32,"Local","Shop Sales",-38.1083132,144.3357845
"%Nwm - Concess Admit","28/6/2005","12:51:58","Mitcham",3132,5.9,"Local","Ticket Sales",-37.8219905,145.1983055
"Soap - Treasure","4/7/2006","11:53:10","Corio",3214,6.95,"Local","Shop Sales",-38.0788809,144.3576473
"Tea Towel -2 Pk- Embroidered/Tree Frog","23/12/2010","12:11:57","Moonee Ponds",3039,11.77,"Local","Shop Sales",-37.7675363,144.9198932
"%Nwm - Adult Admit","28/2/2015","11:00:56","Geelong",3220,8.25,"Local","Ticket Sales",-38.155681,144.3521811
"%Nwm - Child Admit","24/1/2013","1:14:59","Drysdale / Clifton Springs",3222,4,"Local","Ticket Sales",-38.2049453,144.5875645
"%Nwm - Group Adult/Special Program","19/12/2012","9:33:31","Lara",3212,5.5,"Local","Ticket Sales",-38.0110859,144.4561033
"Glove/Fingerless/Blk/M","4/5/2015","11:36:33","Torquay",3228,36.32,"Local","Shop Sales",-38.3419249,144.2374759
"Stinger Lo/Charcoal 12w","1/7/2012","12:17:28","Torquay",3228,135.45,"Local","Shop Sales",-38.3419249,144.2374759
"Shot Glass - Merino","19/4/2013","8:50:45","Kingsbury",3083,15.45,"Local","Shop Sales",-37.6987006,145.0548502
"Card/Glh1- 1 Koala & Gumleaf","14/7/2013","12:06:44","Belmont / Grovedale / Highton",3216,5.91,"Local","Shop Sales",-38.1747227,144.3139277
"Necklace - Magnetic Mh 200033","27/10/2006","16:18:29","BELIMBA PARK - NSW",2570,29.95,"Local","Shop Sales",-34.0252949,150.6285091
"Postcard/Australia Kanga170","28/12/2009","13:55:53","Ashwood",3147,0.59,"Local","Shop Sales",-37.8675054,145.0906914
"Lanolin/Moisturising Cream/Placenta I627","14/11/2013","10:35:06","CURRAJONG - QLD",4812,9.05,"Local","Shop Sales",-19.2873647,146.7917682
"Postcard-W/Front Aerial G'long 1-10008","22/4/2013","2:23:28","CUNLIFFE - SA",5554,0.86,"Local","Shop Sales",-34.0020113,137.7243139
"Jkt/Dulverton/Zip/W'wood","6/9/2010","10:52:13","Belmont / Grovedale / Highton",3216,200,"Local","Shop Sales",-38.1747227,144.3139277
"Card - Prime Lambs","12/6/2007","14:25:54","Drouin",3818,3.5,"Local","Shop Sales",-38.1155251,145.8690603
"Utility Swag - Aus-O","7/8/2005","15:28:24","Lara",3212,59.95,"Local","Shop Sales",-38.0110859,144.4561033
"Hat/Felted/Newham","8/5/2008","14:10:07","West Geelong",3218,65,"Local","Shop Sales",-38.1180538,144.2047333
"Lanolin Lip Balm -  Wh","31/10/2010","15:49:42","Essendon",3040,7.23,"Local","Shop Sales",-37.7493029,144.9006313
"Card/Glh1- 1 Koala & Gumleaf","8/7/2011","13:33:55","Coburg",3058,5.91,"Local","Shop Sales",-37.7343488,144.9666905
"%Nwm - Adult Admit","12/4/2009","13:22:56","Macleod",3085,7.3,"Local","Ticket Sales",-37.7248812,145.0769045
"%Nwm - Group Child /Fairy Tales","22/6/2009","9:40:53","Nth Geelong",3215,3.65,"Local","Ticket Sales",-38.1083132,144.3357845
"Card - Pink Cockatoo (J Boot)","4/7/2012","1:47:42","Glen Waverley",3150,5.41,"Local","Shop Sales",-37.8921876,145.1706992
"Family Adult - NWM Only","15/11/2008","13:26:47","Kew",3101,0,"Local","Shop Sales",-37.803516,145.0328017
"Nwm - Ghc Visitors","6/1/2014","2:03:26","Ferntree Gully",3156,0,"Local","Shop Sales",-37.9368007,145.3032906
"%Nwm - Concess Admit","14/6/2013","2:40:19","Mount Helen",3350,6,"Local","Ticket Sales",-37.5691087,143.8563224
"%Nwm - Child Admit","6/7/2012","2:35:58","Ocean Grove",3226,4,"Local","Ticket Sales",-38.2573292,144.5382417
"%Nwm - Concess Admit","16/10/2011","11:28:47","Belmont / Grovedale / Highton",3216,6,"Local","Ticket Sales",-38.1747227,144.3139277
"Wombat 6""","17/5/2015","3:26:36","BUCCLEUCH - SA",5254,4.5,"Local","Shop Sales",-35.0380696,139.1625989
"%Nwm - 2 For 1 Adult Adm","19/6/2005","14:53:43","Belmont / Grovedale / Highton",3216,7.3,"Local","Ticket Sales",-38.1747227,144.3139277
"%Nwm - Concess Admit","9/10/2006","11:59:52","CURTIN - ACT",2605,5.9,"Local","Ticket Sales",-35.3341832,149.0898262
"Nought & Crosses Board Sheep","11/2/2007","15:33:41","COLLEGE VIEW - QLD",4343,14.95,"Local","Shop Sales",-27.5635723,152.2799511
"%Nwm - Group Child Adm","10/9/2009","9:39:07","Belmont / Grovedale / Highton",3216,127.75,"Local","Ticket Sales",-38.1747227,144.3139277
"Concession - Redeem Nwm & Fdc","5/8/2007","13:48:33","Richmond",3121,0,"Local","Shop Sales",-37.8203499,144.9997396
"%Nwm - Adult Admit","16/7/2011","13:35:50","MANSFIELD - QLD",4122,7.5,"Local","Ticket Sales",-27.5480097,153.0912986
"Family Child - NWM Only","29/9/2008","11:20:53","Altona",3018,0,"Local","Shop Sales",-37.859343,144.8126334
"Scarf Fest/14 - Dev Spender (Nt)","29/6/2014","12:10:38","Werribee",3030,20,"Local","Shop Sales",-37.938058,144.6753231
"Postcard - Nrth/Carousel 1-10034","29/8/2009","14:16:16","ARUNDEL - QLD",4214,0.95,"Local","Shop Sales",-27.9623616,153.3623524
"%Nwm - Concess Admit","12/7/2011","11:41:41","Nth Geelong",3215,6,"Local","Ticket Sales",-38.1083132,144.3357845
"Postcards/Classic/Geelong/4 1403095","12/11/2012","11:56:37","PARALOWIE - SA",5108,0.68,"Local","Shop Sales",-34.7552535,138.6288642
"Family Child - NWM Only","5/10/2009","10:30:06","EKIBIN - QLD",4121,0,"Local","Shop Sales",-27.5223127,153.0589533
"Postcards/4 Scene Geelong/11ge001/Dno","24/4/2010","12:38:15","THE GAP - QLD",4061,0.59,"Local","Shop Sales",-27.4401591,152.9382447
"Postcards - Geelong Aerial/11ge004","9/7/2010","11:53:51","AUSTINMER - NSW",2515,0.59,"Local","Shop Sales",-34.295339,150.933643
"%Nwm - Adult Admit","7/1/2013","11:45:27","Torquay",3228,7.5,"Local","Ticket Sales",-38.3419249,144.2374759
"Magnet/Symbol Resin/Friendship","9/4/2015","11:59:54","Hawthorn East & South",3123,3.18,"Local","Shop Sales",-37.8310813,145.0520938
"Bay Walk Bollards/Guide Book","9/8/2013","4:38:35","Werribee",3030,9.05,"Local","Shop Sales",-37.938058,144.6753231
"%Nwm - Concess Admit","1/9/2012","10:07:47","Northcote",3070,6,"Local","Ticket Sales",-37.7736132,144.9997396
"Austn Twelve Days Of Christmas","31/10/2013","12:13:36","Leopold",3224,16.32,"Local","Shop Sales",-38.1833957,144.4451578
"Keyring/Bollard/Lifesaver Ed 1","2/6/2013","11:35:42","Geelong",3220,4.5,"Local","Shop Sales",-38.155681,144.3521811
"Family Child - NWM Only","2/6/2013","11:35:46","Caulfield North",3161,0,"Local","Shop Sales",-37.8712631,145.0190242
"Gift Voucher Shop (Payment)","12/6/2007","12:31:18","Kew",3101,100,"Local","Shop Sales",-37.803516,145.0328017
"%Nwm - Concess Admit","26/5/2013","12:44:23","Moonee Ponds",3039,6,"Local","Ticket Sales",-37.7675363,144.9198932
"%Nwm - Concess Admit","14/7/2012","3:09:12","Belmont / Grovedale / Highton",3216,6,"Local","Ticket Sales",-38.1747227,144.3139277
"Tissues/Pkt/Dollars","10/9/2014","10:46:40","ADDISON ROAD - NSW",2204,1.36,"Local","Shop Sales",-33.9086291,151.1548847
"Nwm - Seniors Week Free Admission","9/10/2007","13:57:38","Glenroy",3046,0,"Local","Shop Sales",-37.7044261,144.9336544
"Earring/Iron Ore/Ir100127","13/9/2005","13:02:56","Glen Waverley",3150,33.95,"Local","Shop Sales",-37.8921876,145.1706992
"%Nwm - Concess Admit","5/1/2010","10:20:30","Torquay",3228,5.9,"Local","Ticket Sales",-38.3419249,144.2374759
"4d Puzzle: Dino V Display Box","29/9/2008","17:04:46","Geelong",3220,4.5,"Local","Shop Sales",-38.155681,144.3521811
"%Nwm - Concess Admit","30/4/2012","12:46:16","ROSE BAY - NSW",2029,6,"Local","Ticket Sales",-33.8754209,151.265623
"Bay Walk Bollards/Guide Book","24/11/2014","2:30:33","Geelong",3220,9.05,"Local","Shop Sales",-38.155681,144.3521811
"Hand Cream - Eucalyptus Blossom 60ml","9/12/2008","15:19:58","Torquay",3228,6.95,"Local","Shop Sales",-38.3419249,144.2374759
"Lanolin Skin Cream 250 G(H/W)","4/12/2005","11:46:03","Belmont / Grovedale / Highton",3216,8.95,"Local","Shop Sales",-38.1747227,144.3139277
"%Nwm - Concess Admit","6/9/2014","10:57:33","Hamilton",3300,6.5,"Local","Ticket Sales",-37.783845,142.0003599
"%Nwm & Fdc - Child","13/7/2008","12:23:07","BROOKLYN PARK - SA",5032,5.5,"Local","Ticket Sales",-34.9262534,138.5437358
"%Nwm - Concess Admit","7/9/2011","14:25:21","Keilor East",3033,6,"Local","Ticket Sales",-37.7343192,144.8566207
"Clothing Protector - Aboriginal Bush","9/8/2014","2:41:22","Collingwood",3066,9.95,"Local","Shop Sales",-37.8009595,144.9873447
"%Nwm - Concess Admit","19/9/2009","15:23:58","Berwick",3806,5.9,"Local","Ticket Sales",-38.0264207,145.3475331
"Postcards/Geelong Sunset/11ge005","25/4/2013","11:39:39","Drysdale / Clifton Springs",3222,0.59,"Local","Shop Sales",-38.2049453,144.5875645
"%Nwm - Concess Admit","24/7/2011","14:36:36","Harcourt",3453,6,"Local","Ticket Sales",-36.9265571,144.2374759
"%Nwm - Child Admit","28/9/2008","10:42:12","Corio",3214,3.65,"Local","Ticket Sales",-38.0788809,144.3576473
"%Nwm - Adult Admit","9/9/2012","12:38:43","Geelong",3220,7.5,"Local","Ticket Sales",-38.155681,144.3521811
"%Nwm & Fdc - Family 2 + 2","15/7/2009","15:48:46","Mooroolbark",3138,30,"Local","Ticket Sales",-37.7822365,145.3309395
"Farmyard Tales - Woolly Stops The Train","19/6/2009","11:31:20","Warrnambool",3280,8.95,"Local","Shop Sales",-38.3603292,142.4678659
"Postcard/Carrie Moore","24/5/2014","1:45:16","Melbourne",3000,1.14,"Local","Shop Sales",-37.8152065,144.963937
"%Nwm - Adult Admit","8/7/2005","15:41:05","MANSFIELD - QLD",4122,14.6,"Local","Ticket Sales",-27.5480097,153.0912986
"%Nwm - Concess Admit","1/10/2014","4:00:02","Deer Park",3023,6.5,"Local","Ticket Sales",-37.7687064,144.7521888
"Lanolin/Tube Vit E/80ml/Llb T Ve","22/11/2014","2:59:08","Geelong",3220,7.23,"Local","Shop Sales",-38.155681,144.3521811
"%Nwm - Child Admit","22/1/2013","12:22:44","East Geelong",3219,4,"Local","Ticket Sales",-38.176358,144.3849841
"Koala/Ass/16cm/Hy6026","23/2/2015","1:09:48","Lara",3212,9.05,"Local","Shop Sales",-38.0110859,144.4561033
"Jumper - Argyle Front 8163/Charcoal","6/7/2010","10:43:24","Seaford",3198,145.41,"Local","Shop Sales",-38.1021858,145.1431018
"Mouse Mat/Wildlife Of Aust 320042","18/5/2008","16:42:55","Sunbury",3429,6.95,"Local","Shop Sales",-37.5424727,144.7192376
"%Nwm - Adult Admit","18/1/2013","12:31:49","Queenscliff",3225,7.5,"Local","Ticket Sales",-38.2735587,144.5985292
"NWM - Free Admission","22/11/2006","9:28:41","Ocean Grove",3226,0,"Local","Shop Sales",-38.2573292,144.5382417
"%Nwm - Adult Admit","22/8/2012","3:34:50","Malvern East",3145,7.5,"Local","Ticket Sales",-37.8763981,145.0548502
"Socks-Nwm/Mens Charcoal","20/1/2014","1:45:41","East Geelong",3219,9.05,"Local","Shop Sales",-38.176358,144.3849841
"NWM - Free Admission","9/5/2014","9:29:10","Footscray",3011,0,"Local","Shop Sales",-37.7960195,144.9006313
"Hat/Felted/Two Tone/Lf23/Blk/Burg'dy","15/3/2013","2:17:38","LITTLE COVE - QLD",4567,59.05,"Local","Shop Sales",-26.4065351,153.1018054
"Postcards/G O R / 3sc/ 11go190","19/3/2008","15:15:31","Lara",3212,0.65,"Local","Shop Sales",-38.0110859,144.4561033
"Body Spray - Wattle","17/7/2009","13:25:36","Hastings",3915,9.95,"Local","Shop Sales",-38.3059216,145.1265477
"Stinger Lo/Charcoal 11w","16/6/2011","15:54:31","Torquay",3228,135.45,"Local","Shop Sales",-38.3419249,144.2374759
"%Nwm - Adult Admit","18/2/2007","14:08:24","Cobram",3644,7.3,"Local","Ticket Sales",-35.9546799,145.736481
"Postcards - Bollards Scallop F/Men","27/2/2010","10:17:58","BOMADERRY - NSW",2541,1.36,"Local","Shop Sales",-34.8772295,150.5936766
"%Nwm & Fdc - Family 2 + 2","7/7/2011","11:04:07","Werribee",3030,35,"Local","Ticket Sales",-37.938058,144.6753231
"Card - Anzac Biscuits","29/3/2012","4:39:55","Geelong",3220,5,"Local","Shop Sales",-38.155681,144.3521811
"%Nwm - Concess Admit","7/9/2013","2:10:35","Preston",3072,6,"Local","Ticket Sales",-37.7399362,145.0107588
"%Nwm - Child Admit","19/4/2014","12:49:53","West Geelong",3218,4,"Local","Ticket Sales",-38.1180538,144.2047333
"Family Adult - NWM Only","13/6/2011","14:09:09","Belmont / Grovedale / Highton",3216,0,"Local","Shop Sales",-38.1747227,144.3139277
"Promotion (1 for 1) - NWM Only","29/7/2009","16:03:09","Queenscliff",3225,0,"Local","Shop Sales",-38.2735587,144.5985292
"%Nwm - Concess Admit","21/12/2010","11:23:42","Longwarry",3816,5.9,"Local","Ticket Sales",-38.086187,145.7800733
"Kids Story/Dusty The Sheepdog","30/4/2015","10:53:01","Wantirna",3152,5.41,"Local","Shop Sales",-37.8668518,145.220397
"%Nwm - Adult Admit","27/11/2010","12:46:11","Corio",3214,7.3,"Local","Ticket Sales",-38.0788809,144.3576473
"Sheep  Black Sml 15cm  N24687","2/10/2005","11:51:44","WEST PENNANT HILLS - NSW",2125,12.95,"Local","Shop Sales",-33.7462388,151.0296696
"Family Adult - NWM Only","2/10/2008","10:54:50","Leopold",3224,0,"Local","Shop Sales",-38.1833957,144.4451578
"%Nwm - Adult Admit","17/3/2013","11:06:07","Murchison",3610,7.5,"Local","Ticket Sales",-36.5881288,145.2480193
"%Nwm - Concess Admit","22/3/2009","13:54:08","BRINDABELLA - ACT",2611,5.9,"Local","Ticket Sales",-35.4477412,148.7831534
"Magnet/#12 Stunned Emus","13/8/2010","16:20:50","Leopold",3224,3.59,"Local","Shop Sales",-38.1833957,144.4451578
"%Nwm - Adult Admit","11/1/2012","12:11:36","Torquay",3228,7.5,"Local","Ticket Sales",-38.3419249,144.2374759
"Socks /Rainbow Sz 2-8","8/10/2006","13:00:27","Hawthorn East & South",3123,25,"Local","Shop Sales",-37.8310813,145.0520938
"Kids Storyfirst Facts/Kangaroos","1/8/2009","13:43:28","Belmont / Grovedale / Highton",3216,4.95,"Local","Shop Sales",-38.1747227,144.3139277
"Card - Room At The Inn","27/11/2007","10:42:07","Belmont / Grovedale / Highton",3216,1.95,"Local","Shop Sales",-38.1747227,144.3139277
"%Nwm - Concess Admit","8/7/2010","14:18:11","West Geelong",3218,5.9,"Local","Ticket Sales",-38.1180538,144.2047333
"Socks-Nwm - Mens Taupe","11/9/2009","12:29:19","Essendon",3040,9.05,"Local","Shop Sales",-37.7493029,144.9006313
"%Nwm - Concess Admit","16/10/2011","12:38:40","Creswick",3363,6,"Local","Ticket Sales",-37.409312,143.8780526
"NWM - Free Admission","25/5/2012","9:35:13","BREONA - TAS",7304,0,"Local","Shop Sales",-41.7246682,146.5526657
"%Nwm - Concess Admit","20/10/2014","1:58:52","BARTONS MILL - WA",6076,13,"Local","Ticket Sales",-31.9956933,116.1595761
"Jumper- Crew 7565/ Black","1/9/2005","14:40:17","Belmont / Grovedale / Highton",3216,159.95,"Local","Shop Sales",-38.1747227,144.3139277
"Clutch Pin/12 Apostles Round/3172156","20/3/2011","13:54:41","Emerald",3782,4.5,"Local","Shop Sales",-37.9137981,145.4582381
"Scribbler - Koala/Platypus/Wombat","3/3/2011","14:58:30","St Leonards/Indented Head/Portarlington",3223,4.5,"Local","Shop Sales",-38.1610488,144.6753231
"%Nwm - Adult Admit","4/6/2011","13:07:48","Melb,St kilda",3004,7.3,"Local","Ticket Sales",-37.8301583,144.9804594
"%Nwm - Concess Admit","4/1/2014","2:46:35","ABBOTSHAM - TAS",7315,6,"Local","Ticket Sales",-41.3068098,146.1037444
"NWM - Free Admission","17/9/2011","12:49:28","Kings Park",3021,0,"Local","Shop Sales",-37.7435941,144.8016402
"Promotion (1 for 1) - NWM Only","30/9/2008","14:11:47","Berwick",3806,0,"Local","Shop Sales",-38.0264207,145.3475331
"%Nwm - Concess Admit","23/9/2014","9:57:38","Torquay",3228,6.5,"Local","Ticket Sales",-38.3419249,144.2374759
"Magnet/Therm/G'long Marina 454591","2/6/2014","11:26:19","Belmont / Grovedale / Highton",3216,5.41,"Local","Shop Sales",-38.1747227,144.3139277
"Nwm - Ghc Visitors","2/4/2015","3:52:07","East Geelong",3219,0,"Local","Shop Sales",-38.176358,144.3849841
"%Nwm - Child Admit","19/8/2009","11:19:03","Drysdale / Clifton Springs",3222,3.65,"Local","Ticket Sales",-38.2049453,144.5875645
"Cards/Doggy Peddle","3/5/2015","4:02:31","Airelys Inlet",3221,5.91,"Local","Shop Sales",-38.1636337,144.1501922
"Postcards - Bollards Rippleside Swim Clu","17/3/2009","11:39:16","BARDOUROKA - NSW",2315,1.5,"Local","Shop Sales",-32.7344109,152.151274
"%Nwm - Concess Admit","29/6/2006","11:02:28","Anglesea",3230,5.9,"Local","Ticket Sales",-38.3850062,144.1501922
"Sock-Nwm - Ladies Black","19/2/2013","12:16:32","Hopetoun",3396,9.05,"Local","Shop Sales",-35.7360202,142.318772
"T Towel/Waratah/2 Pk","19/5/2014","1:05:30","ADELAIDE - SA",5000,12.68,"Local","Shop Sales",-34.9328294,138.6038129
"Australia - Land Of Contrast","4/4/2006","10:14:18","Belmont / Grovedale / Highton",3216,9.95,"Local","Shop Sales",-38.1747227,144.3139277
"Socks-Nwm - Mens Dk Navy","25/11/2012","3:02:04","Geelong",3220,18.09,"Local","Shop Sales",-38.155681,144.3521811
"Tea Towel/Org Cott/Eucalypt/Beetle","2/9/2013","3:42:55","West Geelong",3218,10.86,"Local","Shop Sales",-38.1180538,144.2047333
"Knee Rug - Mohair/Maine","14/6/2007","16:34:44","Geelong",3220,85,"Local","Shop Sales",-38.155681,144.3521811
"%Nwm - Child Admit","20/4/2013","12:57:40","Torquay",3228,4,"Local","Ticket Sales",-38.3419249,144.2374759
"Lip Ointment/Rose/Sp15","12/8/2012","10:23:03","ANDREWS FARM - SA",5114,12.68,"Local","Shop Sales",-34.7161335,138.7794089
"Tea Towel/ Apron Coloured Sheep Ta-105sh","19/2/2010","14:34:34","CHARTERS TOWERS - QLD",4820,16.32,"Local","Shop Sales",-20.0762578,146.2585756
"Sock - Stockpile 6-10 Blk","8/12/2014","12:59:18","Leopold",3224,15,"Local","Shop Sales",-38.1833957,144.4451578
"Concession - Redeem Nwm & Fdc","22/8/2008","11:20:18","CARRINGTON - QLD",4350,0,"Local","Shop Sales",-27.5564884,151.9533185
"Choc Sheep W Macadamia A1095","20/6/2009","14:33:46","Preston",3072,5.95,"Local","Shop Sales",-37.7399362,145.0107588
"%Nwm & Fdc - Adult","11/12/2011","11:38:51","DRUMMOYNE - NSW",2047,13,"Local","Ticket Sales",-33.8523805,151.1548847
"%Nwm - Adult Admit","18/10/2009","11:23:06","Resevoir",3073,7.3,"Local","Ticket Sales",-37.7118644,145.0107588
"%Nwm - Family Adm (2+4)","7/1/2011","14:44:50","Flemington",3031,20,"Local","Ticket Sales",-37.790896,144.9198932
"Sock-Nwm - Ladies Black","13/3/2006","9:25:41","BEERWAH - QLD",4519,9.95,"Local","Shop Sales",-26.8507005,152.8970569
